"","GEOID","population","female","avg_hhsize","hispanic","black","kids","elderly","education","employed","married","disability","households"
"Block Group 3, Census Tract 217.01, Pottawattamie County, Iowa","19155021701",1308,660,2.54,159,7,296,197,277,690,509,111,514.96062992126
"Block Group 4, Census Tract 3, Des Moines County, Iowa","19057000300",857,592,1.9,17,179,188,285,113,302,200,220,451.052631578947
"Block Group 3, Census Tract 12, Des Moines County, Iowa","19057001200",460,185,2.67,0,0,111,96,167,205,189,65,172.284644194757
"Block Group 4, Census Tract 10, Des Moines County, Iowa","19057001000",1057,555,2.18,12,10,160,265,292,524,453,112,484.862385321101
"Block Group 3, Census Tract 10, Des Moines County, Iowa","19057001000",1113,649,2.65,7,0,301,207,334,515,471,94,420
"Block Group 1, Census Tract 5, Des Moines County, Iowa","19057000500",688,278,2.47,15,80,177,83,122,231,200,79,278.542510121457
"Block Group 2, Census Tract 5, Des Moines County, Iowa","19057000500",1227,807,2.99,108,269,328,65,185,664,247,192,410.367892976589
"Block Group 2, Census Tract 2, Des Moines County, Iowa","19057000200",1052,527,2.7,82,10,307,66,111,525,398,161,389.62962962963
"Block Group 2, Census Tract 8, Des Moines County, Iowa","19057000800",1097,570,2.3,23,129,204,168,234,579,344,156,476.95652173913
"Block Group 4, Census Tract 106, Polk County, Iowa","19153010600",1387,695,2.52,0,0,457,266,196,584,440,175,550.396825396825
"Block Group 1, Census Tract 3, Webster County, Iowa","19187000300",716,350,2.31,182,46,221,95,124,300,253,64,309.95670995671
"Block Group 3, Census Tract 103, Webster County, Iowa","19187010300",549,259,2.83,6,0,191,68,135,247,261,40,193.992932862191
"Block Group 3, Census Tract 2, Webster County, Iowa","19187000200",989,418,2.2,0,0,212,178,337,514,420,117,449.545454545455
"Block Group 2, Census Tract 2, Webster County, Iowa","19187000200",1003,453,2.39,54,4,165,136,373,609,486,39,419.665271966527
"Block Group 2, Census Tract 27, Linn County, Iowa","19113002700",1019,468,1.65,9,166,98,249,427,530,303,212,617.575757575758
"Block Group 1, Census Tract 4, Linn County, Iowa","19113000400",969,473,2.78,23,0,277,219,367,487,538,54,348.561151079137
"Block Group 2, Census Tract 7, Linn County, Iowa","19113000700",1059,642,1.85,0,24,204,267,233,552,334,178,572.432432432432
"Block Group 2, Census Tract 9701, Fremont County, Iowa","19071970100",1185,599,2.04,12,0,212,295,286,572,577,139,580.882352941176
"Block Group 2, Census Tract 9703, Fremont County, Iowa","19071970300",1008,497,2.3,22,0,219,237,212,440,490,88,438.260869565217
"Block Group 3, Census Tract 9702, Fremont County, Iowa","19071970200",855,455,2.4,14,8,183,185,181,404,359,101,356.25
"Block Group 4, Census Tract 9602, Hamilton County, Iowa","19079960200",722,385,2.54,9,0,175,139,209,392,328,55,284.251968503937
"Block Group 5, Census Tract 9604, Hamilton County, Iowa","19079960400",796,436,2.75,285,111,295,142,116,280,401,88,289.454545454545
"Block Group 4, Census Tract 9604, Hamilton County, Iowa","19079960400",705,355,3.12,168,54,280,46,156,358,257,31,225.961538461538
"Block Group 3, Census Tract 9605, Hamilton County, Iowa","19079960500",593,320,2.2,2,0,111,96,123,306,312,53,269.545454545455
"Block Group 1, Census Tract 9603, Hamilton County, Iowa","19079960300",958,549,2.24,76,0,250,220,219,469,273,46,427.678571428571
"Block Group 3, Census Tract 9.01, Linn County, Iowa","19113000901",1275,629,2.71,17,559,487,189,411,572,459,91,470.479704797048
"Block Group 1, Census Tract 9.01, Linn County, Iowa","19113000901",1748,953,2.92,402,0,525,109,284,829,780,195,598.630136986301
"Block Group 1, Census Tract 10.01, Linn County, Iowa","19113001001",3116,1477,2.57,40,231,746,421,952,1943,1202,188,1212.4513618677
"Block Group 2, Census Tract 10.02, Linn County, Iowa","19113001002",943,446,2.36,44,0,181,142,239,620,264,71,399.576271186441
"Block Group 1, Census Tract 10.03, Linn County, Iowa","19113001003",987,435,2.01,66,0,143,310,226,667,558,117,491.044776119403
"Block Group 1, Census Tract 19, Linn County, Iowa","19113001900",1476,689,2.66,104,158,152,56,45,485,96,74,554.887218045113
"Block Group 1, Census Tract 28, Linn County, Iowa","19113002800",1343,664,2.39,10,0,221,208,442,804,500,89,561.924686192469
"Block Group 2, Census Tract 29, Polk County, Iowa","19153002900",1303,610,1.54,189,38,119,70,588,790,262,29,846.103896103896
"Block Group 1, Census Tract 31, Polk County, Iowa","19153003100",1885,1008,2.39,21,0,500,303,1041,1042,901,127,788.702928870293
"Block Group 1, Census Tract 17.01, Black Hawk County, Iowa","19013001701",1452,804,2.48,138,771,454,167,84,547,398,238,585.483870967742
"Block Group 2, Census Tract 23.01, Black Hawk County, Iowa","19013002301",897,432,2.1,25,21,163,136,315,557,408,68,427.142857142857
"Block Group 3, Census Tract 26.03, Black Hawk County, Iowa","19013002603",1796,1017,2.74,0,4,522,368,637,963,627,82,655.474452554745
"Block Group 1, Census Tract 9603, Shelby County, Iowa","19165960300",671,361,2.02,0,10,71,234,183,327,331,84,332.178217821782
"Block Group 2, Census Tract 9604, Shelby County, Iowa","19165960400",440,204,1.98,0,2,89,69,87,241,192,54,222.222222222222
"Block Group 1, Census Tract 9505, Appanoose County, Iowa","19007950500",613,270,2.55,36,0,158,145,121,283,249,75,240.392156862745
"Block Group 3, Census Tract 9504, Appanoose County, Iowa","19007950400",589,353,1.88,23,42,111,192,93,100,219,184,313.297872340426
"Block Group 1, Census Tract 9503, Appanoose County, Iowa","19007950300",881,435,1.85,22,0,146,248,165,397,356,172,476.216216216216
"Block Group 1, Census Tract 9501, Appanoose County, Iowa","19007950100",788,445,2.36,0,0,171,230,146,330,358,114,333.898305084746
"Block Group 2, Census Tract 28, Black Hawk County, Iowa","19013002800",1151,585,2.54,8,0,275,173,265,604,586,121,453.149606299213
"Block Group 3, Census Tract 30.02, Black Hawk County, Iowa","19013003002",951,407,2.43,0,0,189,184,288,500,567,98,391.358024691358
"Block Group 1, Census Tract 16, Black Hawk County, Iowa","19013001600",1671,769,2.31,157,289,415,267,218,738,636,202,723.376623376623
"Block Group 2, Census Tract 15.02, Black Hawk County, Iowa","19013001502",2384,1091,2.35,20,300,525,401,423,1125,981,281,1014.46808510638
"Block Group 1, Census Tract 15.01, Black Hawk County, Iowa","19013001501",1548,762,1.87,10,146,238,411,404,726,716,178,827.807486631016
"Block Group 2, Census Tract 20, Black Hawk County, Iowa","19013002000",1260,657,2.23,14,0,197,270,286,688,602,147,565.022421524664
"Block Group 3, Census Tract 20, Black Hawk County, Iowa","19013002000",1811,901,2.69,25,102,446,251,217,875,744,204,673.234200743494
"Block Group 1, Census Tract 17.02, Black Hawk County, Iowa","19013001702",1204,453,2.12,40,486,127,259,302,742,252,158,567.924528301887
"Block Group 3, Census Tract 9702, Henry County, Iowa","19087970200",1344,685,2.53,20,0,326,248,241,545,619,200,531.225296442688
"Block Group 1, Census Tract 601, Madison County, Iowa","19121060100",1526,769,2.54,0,0,400,251,440,869,782,154,600.787401574803
"Block Group 4, Census Tract 603, Madison County, Iowa","19121060300",863,387,2.29,1,0,176,138,182,464,534,84,376.855895196507
"Block Group 1, Census Tract 603, Madison County, Iowa","19121060300",800,360,2.35,0,0,180,174,318,444,439,37,340.425531914894
"Block Group 1, Census Tract 110, Scott County, Iowa","19163011000",1132,680,2.92,156,0,344,72,163,470,388,127,387.671232876712
"Block Group 2, Census Tract 9509, Marshall County, Iowa","19127950900",709,304,2.34,74,68,194,72,87,336,234,87,302.991452991453
"Block Group 1, Census Tract 9510, Marshall County, Iowa","19127951000",1209,659,2.12,306,40,194,420,274,497,605,124,570.283018867925
"Block Group 2, Census Tract 9510, Marshall County, Iowa","19127951000",1495,813,2.56,79,21,386,207,370,697,700,86,583.984375
"Block Group 3, Census Tract 3602, Franklin County, Iowa","19069360200",1141,695,2.03,120,11,260,324,440,555,575,123,562.068965517241
"Block Group 1, Census Tract 9602, Iowa County, Iowa","19095960200",738,316,2.53,10,0,120,141,176,480,434,64,291.699604743083
"Block Group 3, Census Tract 9602, Iowa County, Iowa","19095960200",1136,636,2.24,107,6,276,273,151,570,483,122,507.142857142857
"Block Group 1, Census Tract 9603, Iowa County, Iowa","19095960300",776,418,2.24,0,0,181,132,157,433,417,55,346.428571428571
"Block Group 1, Census Tract 702, Sioux County, Iowa","19167070200",1386,733,2.52,136,0,328,244,323,843,706,152,550
"Block Group 5, Census Tract 703, Sioux County, Iowa","19167070300",1007,527,2.61,20,0,277,143,337,570,422,122,385.823754789272
"Block Group 2, Census Tract 703, Sioux County, Iowa","19167070300",1052,545,2.6,0,0,149,216,193,726,697,73,404.615384615385
"Block Group 3, Census Tract 319, Pottawattamie County, Iowa","19155031900",761,408,2.19,42,0,134,236,314,385,379,67,347.488584474886
"Block Group 4, Census Tract 319, Pottawattamie County, Iowa","19155031900",834,536,2.53,0,0,229,161,307,479,470,128,329.644268774704
"Block Group 1, Census Tract 801, Sac County, Iowa","19161080100",505,234,2.27,42,0,88,97,151,276,349,52,222.466960352423
"Block Group 2, Census Tract 804, Sac County, Iowa","19161080400",461,218,1.79,8,2,54,132,99,261,230,43,257.541899441341
"Block Group 1, Census Tract 802, Sac County, Iowa","19161080200",728,387,2.98,15,0,228,109,172,339,388,44,244.295302013423
"Block Group 2, Census Tract 9603, Monona County, Iowa","19133960300",720,405,2.14,75,3,95,77,90,528,240,87,336.448598130841
"Block Group 5, Census Tract 502, Muscatine County, Iowa","19139050200",963,505,2.39,0,0,159,201,353,621,520,94,402.928870292887
"Block Group 3, Census Tract 502, Muscatine County, Iowa","19139050200",1407,646,2.44,48,6,371,221,400,752,786,74,576.639344262295
"Block Group 3, Census Tract 505, Muscatine County, Iowa","19139050500",1594,888,2.6,338,0,366,284,395,831,803,153,613.076923076923
"Block Group 1, Census Tract 506, Muscatine County, Iowa","19139050600",2743,1326,2.79,318,141,784,450,1124,1244,1442,177,983.154121863799
"Block Group 1, Census Tract 307, Marion County, Iowa","19125030700",1186,595,2.47,22,84,240,196,307,672,569,234,480.161943319838
"Block Group 3, Census Tract 306, Marion County, Iowa","19125030600",864,415,2.28,0,8,174,147,186,435,520,95,378.947368421053
"Block Group 1, Census Tract 305, Marion County, Iowa","19125030500",977,526,2.36,43,29,206,128,132,497,321,105,413.983050847458
"Block Group 2, Census Tract 301, Marion County, Iowa","19125030100",2537,1276,2.73,53,24,770,311,1065,1340,1410,164,929.304029304029
"Block Group 3, Census Tract 301, Marion County, Iowa","19125030100",886,406,2.5,29,7,205,233,174,380,562,126,354.4
"Block Group 3, Census Tract 302, Marion County, Iowa","19125030200",1553,731,2.09,0,0,287,334,490,914,951,141,743.062200956938
"Block Group 5, Census Tract 302, Marion County, Iowa","19125030200",806,474,3.06,0,27,313,102,211,358,306,72,263.398692810458
"Block Group 1, Census Tract 26, Polk County, Iowa","19153002600",2714,1345,2.9,538,687,624,139,364,1596,494,257,935.862068965517
"Block Group 1, Census Tract 42, Polk County, Iowa","19153004200",1432,727,2.17,283,37,269,231,252,711,455,265,659.907834101382
"Block Group 2, Census Tract 50, Polk County, Iowa","19153005000",929,407,3.76,216,208,353,83,84,324,240,90,247.074468085106
"Block Group 4, Census Tract 46.02, Polk County, Iowa","19153004602",1196,490,2.07,122,268,326,82,122,621,257,133,577.777777777778
"Block Group 3, Census Tract 46.02, Polk County, Iowa","19153004602",1312,660,2.06,212,35,285,238,246,661,579,144,636.893203883495
"Block Group 4, Census Tract 26.03, Black Hawk County, Iowa","19013002603",4706,2999,2.98,108,0,924,364,1176,3060,1496,159,1579.19463087248
"Block Group 2, Census Tract 19, Black Hawk County, Iowa","19013001900",709,368,2.18,21,301,128,183,135,276,218,77,325.229357798165
"Block Group 4, Census Tract 1, Story County, Iowa","19169000100",1083,593,2.26,96,0,163,284,487,495,502,96,479.203539823009
"Block Group 2, Census Tract 1, Story County, Iowa","19169000100",4119,2270,2.45,269,41,1022,897,2083,2093,2380,240,1681.22448979592
"Block Group 3, Census Tract 2, Story County, Iowa","19169000200",1381,680,2.46,35,210,366,149,618,777,557,45,561.382113821138
"Block Group 1, Census Tract 103, Story County, Iowa","19169010300",1133,589,2.16,13,18,251,193,298,548,440,194,524.537037037037
"Block Group 3, Census Tract 9501, Calhoun County, Iowa","19025950100",1185,618,2.15,60,10,321,248,261,594,536,102,551.162790697674
"Block Group 3, Census Tract 9504, Calhoun County, Iowa","19025950400",748,396,2.21,0,0,170,216,145,325,318,106,338.461538461538
"Block Group 1, Census Tract 9502, Calhoun County, Iowa","19025950200",528,298,1.97,5,0,101,185,115,196,258,64,268.020304568528
"Block Group 5, Census Tract 9604, Carroll County, Iowa","19027960400",1111,609,2.2,0,11,282,85,364,674,516,56,505
"Block Group 1, Census Tract 9604, Carroll County, Iowa","19027960400",764,372,1.76,89,0,205,122,102,346,161,125,434.090909090909
"Block Group 1, Census Tract 2, Johnson County, Iowa","19103000200",1190,683,1.79,68,189,126,64,453,726,375,41,664.804469273743
"Block Group 2, Census Tract 12, Johnson County, Iowa","19103001200",929,392,2.05,40,23,137,175,501,607,353,81,453.170731707317
"Block Group 2, Census Tract 23, Johnson County, Iowa","19103002300",3589,1983,2.09,218,151,252,144,865,1753,524,87,1717.22488038278
"Block Group 2, Census Tract 11, Johnson County, Iowa","19103001100",2594,1372,2.35,95,34,84,32,169,1625,136,86,1103.82978723404
"Block Group 1, Census Tract 505, Dallas County, Iowa","19049050500",1130,553,2.6,50,0,249,173,216,712,672,86,434.615384615385
"Block Group 3, Census Tract 503, Dallas County, Iowa","19049050300",1500,772,2.2,594,0,466,299,153,450,359,262,681.818181818182
"Block Group 1, Census Tract 504, Dallas County, Iowa","19049050400",1592,771,2.67,861,178,455,50,166,957,595,106,596.25468164794
"Block Group 2, Census Tract 507, Dallas County, Iowa","19049050700",1672,925,2.63,33,16,495,228,556,893,710,121,635.74144486692
"Block Group 2, Census Tract 501, Dallas County, Iowa","19049050100",344,157,2.28,0,0,77,61,73,192,183,21,150.877192982456
"Block Group 4, Census Tract 501, Dallas County, Iowa","19049050100",3386,1644,2.75,53,17,1007,270,1568,1899,2049,220,1231.27272727273
"Block Group 1, Census Tract 508, Muscatine County, Iowa","19139050800",1311,705,3.6,262,46,503,204,221,573,517,115,364.166666666667
"Block Group 2, Census Tract 503, Muscatine County, Iowa","19139050300",2667,1284,3.25,1014,51,837,363,394,1345,945,242,820.615384615385
"Block Group 2, Census Tract 504, Muscatine County, Iowa","19139050400",934,457,2.9,0,0,243,93,136,512,523,70,322.068965517241
"Block Group 3, Census Tract 504, Muscatine County, Iowa","19139050400",1088,542,2.61,91,0,270,208,211,519,607,68,416.858237547893
"Block Group 1, Census Tract 7, Black Hawk County, Iowa","19013000700",1353,761,2.65,451,407,373,126,132,579,430,156,510.566037735849
"Block Group 3, Census Tract 27, Black Hawk County, Iowa","19013002700",1429,718,2.51,15,2,300,220,290,764,665,168,569.322709163347
"Block Group 2, Census Tract 13.01, Black Hawk County, Iowa","19013001301",2041,1105,2.11,138,460,395,502,480,954,722,308,967.298578199052
"Block Group 1, Census Tract 104.04, Polk County, Iowa","19153010404",2182,1216,2.63,58,24,498,457,853,1157,1061,145,829.657794676806
"Block Group 3, Census Tract 5, Johnson County, Iowa","19103000500",2285,1111,2.45,0,493,625,134,983,1140,828,67,932.65306122449
"Block Group 4, Census Tract 6802, Winnebago County, Iowa","19189680200",473,259,1.91,47,0,85,137,102,227,243,76,247.643979057592
"Block Group 3, Census Tract 1, Clinton County, Iowa","19045000100",648,358,1.55,27,98,96,176,96,274,110,197,418.064516129032
"Block Group 6, Census Tract 9, Clinton County, Iowa","19045000900",830,424,2.01,0,0,82,274,158,533,497,13,412.935323383085
"Block Group 5, Census Tract 9, Clinton County, Iowa","19045000900",1163,584,3.06,0,5,427,93,285,453,340,65,380.065359477124
"Block Group 4, Census Tract 10, Clinton County, Iowa","19045001000",760,395,2.65,57,0,247,157,123,318,285,78,286.792452830189
"Block Group 3, Census Tract 2, Clinton County, Iowa","19045000200",1064,509,2.45,0,0,191,170,119,532,369,159,434.285714285714
"Block Group 4, Census Tract 5, Clinton County, Iowa","19045000500",2032,1197,2.25,15,63,519,543,485,776,727,304,903.111111111111
"Block Group 1, Census Tract 4, Clinton County, Iowa","19045000400",1121,609,2.02,0,52,147,468,412,533,742,100,554.950495049505
"Block Group 1, Census Tract 6801, Winnebago County, Iowa","19189680100",1321,694,2.31,14,31,315,223,307,727,656,98,571.861471861472
"Block Group 4, Census Tract 6801, Winnebago County, Iowa","19189680100",561,285,1.83,14,0,94,151,99,270,225,113,306.55737704918
"Block Group 1, Census Tract 703, Emmet County, Iowa","19063070300",1494,724,2.33,298,80,342,80,149,611,216,108,641.201716738197
"Block Group 2, Census Tract 704, Emmet County, Iowa","19063070400",899,460,2.02,42,28,178,155,298,523,457,90,445.049504950495
"Block Group 4, Census Tract 704, Emmet County, Iowa","19063070400",420,252,1.97,59,0,79,60,127,246,207,47,213.197969543147
"Block Group 2, Census Tract 117.01, Polk County, Iowa","19153011701",2336,1070,2.87,58,34,654,223,996,1400,1297,72,813.937282229965
"Block Group 1, Census Tract 104.06, Polk County, Iowa","19153010406",1293,598,1.97,39,19,220,242,550,821,608,56,656.345177664975
"Block Group 3, Census Tract 112.03, Polk County, Iowa","19153011203",1128,590,2.22,59,22,261,287,680,541,585,172,508.108108108108
"Block Group 1, Census Tract 111.13, Polk County, Iowa","19153011113",2558,1306,2.37,6,151,518,235,1178,1602,1134,85,1079.32489451477
"Block Group 3, Census Tract 110.27, Polk County, Iowa","19153011027",2746,1534,2.48,15,346,846,263,984,1670,1034,179,1107.25806451613
"Block Group 3, Census Tract 102.07, Polk County, Iowa","19153010207",1780,821,1.77,66,13,295,102,471,1118,349,92,1005.64971751412
"Block Group 2, Census Tract 102.07, Polk County, Iowa","19153010207",1465,846,2.68,25,0,441,229,602,724,696,102,546.641791044776
"Block Group 1, Census Tract 9504, Kossuth County, Iowa","19109950400",895,451,2.11,0,12,229,123,177,482,348,161,424.170616113744
"Block Group 2, Census Tract 9506, Kossuth County, Iowa","19109950600",929,426,2.22,7,11,207,165,232,538,530,124,418.468468468468
"Block Group 3, Census Tract 802, Sac County, Iowa","19161080200",656,341,2.2,0,0,127,209,161,329,373,45,298.181818181818
"Block Group 2, Census Tract 7802, Pocahontas County, Iowa","19151780200",889,494,2.13,0,5,162,151,163,529,391,143,417.370892018779
"Block Group 2, Census Tract 7801, Pocahontas County, Iowa","19151780100",615,325,2,23,0,101,114,139,370,346,93,307.5
"Block Group 1, Census Tract 805, Greene County, Iowa","19073080500",1264,610,2.2,9,0,294,273,299,653,672,132,574.545454545455
"Block Group 1, Census Tract 802, Greene County, Iowa","19073080200",771,382,2.23,0,0,149,147,206,459,498,65,345.739910313901
"Block Group 3, Census Tract 5, Linn County, Iowa","19113000500",3938,2075,2.24,152,144,613,558,1272,2549,1479,509,1758.03571428571
"Block Group 2, Census Tract 107, Linn County, Iowa","19113010700",1526,765,2.41,55,10,421,183,537,888,790,99,633.195020746888
"Block Group 1, Census Tract 107, Linn County, Iowa","19113010700",1899,952,2.3,0,0,360,540,675,778,991,159,825.652173913043
"Block Group 2, Census Tract 29, Linn County, Iowa","19113002900",996,553,1.98,41,20,110,163,298,695,482,66,503.030303030303
"Block Group 3, Census Tract 23, Linn County, Iowa","19113002300",1129,529,2.07,26,48,161,258,307,670,373,52,545.410628019324
"Block Group 1, Census Tract 103, Scott County, Iowa","19163010300",882,458,2.1,0,0,144,227,245,450,476,32,420
"Block Group 2, Census Tract 111, Scott County, Iowa","19163011100",1555,831,2.51,62,63,337,281,320,742,586,150,619.521912350598
"Block Group 2, Census Tract 120, Scott County, Iowa","19163012000",1168,648,2.35,33,50,192,232,400,742,633,93,497.021276595745
"Block Group 1, Census Tract 125.01, Scott County, Iowa","19163012501",1901,1109,2.3,110,216,511,375,496,661,630,169,826.521739130435
"Block Group 2, Census Tract 137.02, Scott County, Iowa","19163013702",1288,608,2.91,44,0,405,152,566,722,729,96,442.611683848797
"Block Group 3, Census Tract 137.02, Scott County, Iowa","19163013702",2378,1135,2.51,104,6,713,217,1201,1309,1244,109,947.410358565737
"Block Group 2, Census Tract 9501, Ringgold County, Iowa","19159950100",1417,658,2.8,6,0,462,269,292,618,607,70,506.071428571429
"Block Group 1, Census Tract 50, Polk County, Iowa","19153005000",1143,577,3.3,405,89,306,111,43,573,472,137,346.363636363636
"Block Group 1, Census Tract 102.03, Polk County, Iowa","19153010203",8855,4900,2.7,165,784,2563,889,3000,4951,2482,408,3279.62962962963
"Block Group 2, Census Tract 107.02, Polk County, Iowa","19153010702",2349,1517,2.7,73,95,484,224,291,820,870,130,870
"Block Group 1, Census Tract 115, Polk County, Iowa","19153011500",2664,1180,2.92,17,0,820,245,1124,1457,1266,77,912.328767123288
"Block Group 1, Census Tract 1.03, Polk County, Iowa","19153000103",1267,615,2.71,43,27,347,135,157,613,377,139,467.527675276753
"Block Group 2, Census Tract 1.02, Polk County, Iowa","19153000102",1356,636,2.99,352,13,469,87,193,626,555,146,453.511705685619
"Block Group 4, Census Tract 6, Polk County, Iowa","19153000600",606,263,2.29,12,76,156,95,136,254,186,117,264.628820960699
"Block Group 1, Census Tract 24, Black Hawk County, Iowa","19013002400",601,296,2.05,0,0,88,133,195,389,273,38,293.170731707317
"Block Group 2, Census Tract 24, Black Hawk County, Iowa","19013002400",792,403,2.14,0,0,84,242,458,454,536,87,370.093457943925
"Block Group 1, Census Tract 30.01, Black Hawk County, Iowa","19013003001",2079,1037,2.06,26,0,303,665,643,1001,906,261,1009.22330097087
"Block Group 2, Census Tract 22, Black Hawk County, Iowa","19013002200",919,401,2.66,14,116,251,24,298,579,248,64,345.488721804511
"Block Group 1, Census Tract 26.01, Black Hawk County, Iowa","19013002601",5057,2613,2.25,81,50,1129,1037,1927,2553,2058,377,2247.55555555556
"Block Group 3, Census Tract 9601, Carroll County, Iowa","19027960100",780,384,2.91,0,0,217,85,162,496,371,30,268.041237113402
"Block Group 4, Census Tract 9601, Carroll County, Iowa","19027960100",418,195,2.21,17,0,77,80,111,234,235,26,189.140271493213
"Block Group 1, Census Tract 215.01, Pottawattamie County, Iowa","19155021501",1364,706,2.58,14,8,390,227,347,684,616,104,528.682170542636
"Block Group 2, Census Tract 303, Pottawattamie County, Iowa","19155030300",793,404,2.21,0,1,126,266,97,346,399,136,358.823529411765
"Block Group 2, Census Tract 316.02, Pottawattamie County, Iowa","19155031602",976,573,1.71,0,9,61,426,230,389,655,175,570.760233918129
"Block Group 2, Census Tract 314, Pottawattamie County, Iowa","19155031400",1000,399,2.63,109,15,294,96,84,512,183,120,380.228136882129
"Block Group 2, Census Tract 305.02, Pottawattamie County, Iowa","19155030502",778,332,2.63,36,31,171,128,68,424,332,105,295.817490494297
"Block Group 3, Census Tract 308, Pottawattamie County, Iowa","19155030800",1219,647,2.89,152,36,389,151,129,628,361,91,421.799307958477
"Block Group 3, Census Tract 5602, Mitchell County, Iowa","19131560200",1275,676,2.41,5,0,324,264,364,667,582,100,529.045643153527
"Block Group 3, Census Tract 9503, Delaware County, Iowa","19055950300",808,414,2.7,0,0,278,169,181,403,224,56,299.259259259259
"Block Group 1, Census Tract 9501, Delaware County, Iowa","19055950100",774,403,2.46,0,0,157,196,125,378,422,47,314.634146341463
"Block Group 2, Census Tract 9501, Delaware County, Iowa","19055950100",857,439,2.68,12,0,212,114,123,529,409,47,319.776119402985
"Block Group 2, Census Tract 9502, Delaware County, Iowa","19055950200",1472,780,2.62,96,0,398,210,214,741,797,116,561.832061068702
"Block Group 3, Census Tract 8.01, Dubuque County, Iowa","19061000801",950,461,2.25,9,0,180,108,290,555,419,57,422.222222222222
"Block Group 2, Census Tract 11.02, Dubuque County, Iowa","19061001102",989,485,2.28,26,56,224,67,386,665,273,32,433.771929824561
"Block Group 3, Census Tract 11.02, Dubuque County, Iowa","19061001102",852,483,2.03,0,0,84,421,214,400,504,129,419.704433497537
"Block Group 3, Census Tract 9705, Henry County, Iowa","19087970500",1629,818,2.44,38,8,384,303,370,768,722,142,667.622950819672
"Block Group 2, Census Tract 304.02, Marion County, Iowa","19125030402",813,404,2.07,0,0,193,169,199,359,266,92,392.753623188406
"Block Group 3, Census Tract 303, Marion County, Iowa","19125030300",624,335,1.65,14,0,59,230,243,325,300,157,378.181818181818
"Block Group 2, Census Tract 9602, Washington County, Iowa","19183960200",1412,755,2.27,60,14,281,349,305,706,666,170,622.026431718062
"Block Group 5, Census Tract 9602, Washington County, Iowa","19183960200",784,397,2.52,16,18,190,77,129,356,341,102,311.111111111111
"Block Group 2, Census Tract 9603, Washington County, Iowa","19183960300",714,330,2.07,2,15,156,146,140,309,318,92,344.927536231884
"Block Group 2, Census Tract 9604, Washington County, Iowa","19183960400",948,489,2.51,58,0,213,196,234,542,407,109,377.689243027888
"Block Group 2, Census Tract 9605, Washington County, Iowa","19183960500",865,429,2.49,15,0,167,161,194,475,491,75,347.389558232932
"Block Group 1, Census Tract 129.01, Scott County, Iowa","19163012901",1909,1064,2.79,209,89,524,318,870,759,887,100,684.229390681004
"Block Group 2, Census Tract 119, Scott County, Iowa","19163011900",699,347,2.48,61,48,190,55,239,353,319,57,281.854838709677
"Block Group 2, Census Tract 5, Webster County, Iowa","19187000500",1005,479,2.24,18,7,206,184,282,444,470,149,448.660714285714
"Block Group 2, Census Tract 133, Scott County, Iowa","19163013300",1315,688,2.48,54,14,291,291,404,681,549,96,530.241935483871
"Block Group 3, Census Tract 108, Scott County, Iowa","19163010800",888,496,3.3,385,66,122,105,47,480,337,100,269.090909090909
"Block Group 1, Census Tract 113, Scott County, Iowa","19163011300",1503,888,2.48,84,173,63,22,20,715,42,27,606.048387096774
"Block Group 1, Census Tract 107, Scott County, Iowa","19163010700",505,176,2.19,0,263,149,29,68,169,78,31,230.593607305936
"Block Group 2, Census Tract 109, Scott County, Iowa","19163010900",751,312,3.34,189,103,183,81,83,280,253,63,224.850299401198
"Block Group 1, Census Tract 115, Scott County, Iowa","19163011500",596,296,2.44,92,71,159,73,123,327,196,42,244.262295081967
"Block Group 1, Census Tract 118, Scott County, Iowa","19163011800",1058,640,1.82,36,58,171,319,333,511,367,130,581.318681318681
"Block Group 2, Census Tract 134, Scott County, Iowa","19163013400",1848,932,2.49,65,145,476,256,496,847,503,187,742.168674698795
"Block Group 2, Census Tract 101.01, Scott County, Iowa","19163010101",684,337,2.59,1,0,145,218,240,320,421,95,264.092664092664
"Block Group 1, Census Tract 101.01, Scott County, Iowa","19163010101",692,321,2.6,12,0,105,123,150,370,443,71,266.153846153846
"Block Group 2, Census Tract 9507, Cerro Gordo County, Iowa","19033950700",1290,611,2.03,34,20,217,310,315,630,519,223,635.467980295567
"Block Group 1, Census Tract 9509, Cerro Gordo County, Iowa","19033950900",1189,621,2.13,0,0,228,338,442,593,671,161,558.215962441315
"Block Group 3, Census Tract 9505, Marshall County, Iowa","19127950500",558,236,3.08,449,0,206,42,35,223,248,39,181.168831168831
"Block Group 2, Census Tract 9507, Marshall County, Iowa","19127950700",1847,659,2.41,405,6,360,761,429,656,561,87,766.390041493776
"Block Group 4, Census Tract 9504, Marshall County, Iowa","19127950400",563,287,2.47,22,0,165,73,160,277,225,53,227.935222672065
"Block Group 3, Census Tract 9504, Marshall County, Iowa","19127950400",734,372,2.02,13,0,80,203,279,372,438,130,363.366336633663
"Block Group 5, Census Tract 9508, Marshall County, Iowa","19127950800",1096,520,1.58,0,0,86,518,404,446,480,143,693.670886075949
"Block Group 1, Census Tract 9508, Marshall County, Iowa","19127950800",1544,807,2.75,352,2,362,234,339,841,805,99,561.454545454545
"Block Group 1, Census Tract 207, Warren County, Iowa","19181020700",2195,1154,2.61,64,0,603,259,567,1184,957,139,840.996168582376
